age,job,marital,education,default,balance,housing,loan,subscribe
middle,management,single,tertiary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,unemployed,single,secondary,no,soso,yes,no,yes
middle,unemployed,married,primary,no,soso,yes,yes,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,yes,no
preold,blue-collar,married,primary,no,soso,yes,yes,no
middle,admin.,married,secondary,no,soso,yes,yes,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,unemployed,single,secondary,no,soso,yes,no,no
young,technician,single,secondary,no,soso,yes,no,no
middle,services,married,primary,no,bad,yes,no,no
middle,management,single,tertiary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
preold,technician,single,tertiary,no,soso,yes,no,no
middle,technician,married,secondary,no,soso,yes,yes,no
preold,blue-collar,married,primary,no,soso,yes,no,no
middle,technician,married,secondary,no,soso,yes,no,no
young,housemaid,single,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,yes,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,management,divorced,tertiary,no,soso,yes,no,no
preold,retired,divorced,primary,no,bad,yes,yes,no
preold,blue-collar,married,primary,no,soso,no,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
middle,unemployed,single,secondary,no,soso,no,no,no
preold,blue-collar,married,secondary,no,soso,no,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,no,yes,no
middle,blue-collar,married,primary,no,soso,yes,no,no
preold,services,single,secondary,no,soso,no,no,no
preold,blue-collar,married,secondary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,soso,no,no,no
preold,technician,divorced,tertiary,no,soso,yes,no,no
middle,technician,divorced,secondary,no,soso,yes,no,no
middle,self-employed,married,secondary,no,soso,yes,no,no
middle,management,divorced,tertiary,no,soso,yes,no,no
middle,services,single,secondary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,blue-collar,divorced,primary,no,soso,yes,no,no
middle,management,divorced,tertiary,no,soso,yes,no,no
middle,technician,divorced,secondary,no,soso,yes,no,no
preold,self-employed,married,secondary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,yes,no,no
preold,management,married,tertiary,no,soso,yes,no,no
middle,unemployed,married,primary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,yes,no
preold,blue-collar,married,secondary,no,bad,yes,no,no
middle,management,married,primary,no,bad,yes,no,no
middle,management,single,tertiary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,admin.,married,tertiary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,yes,no
middle,blue-collar,married,primary,no,bad,yes,no,no
preold,technician,divorced,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,bad,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,blue-collar,single,secondary,no,soso,yes,yes,no
middle,management,single,tertiary,no,bad,yes,no,no
middle,admin.,married,secondary,no,soso,no,yes,no
preold,management,divorced,secondary,no,soso,no,no,no
young,management,single,tertiary,no,soso,yes,no,no
preold,unemployed,married,secondary,no,soso,yes,no,no
middle,technician,married,unknown,yes,bad,yes,no,no
middle,management,married,tertiary,yes,soso,no,yes,no
preold,technician,divorced,secondary,no,soso,yes,no,no
preold,blue-collar,divorced,secondary,no,soso,yes,no,no
young,blue-collar,single,secondary,no,bad,yes,yes,no
middle,technician,married,tertiary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
preold,management,married,secondary,no,soso,no,no,no
middle,services,married,secondary,no,soso,yes,no,no
old,blue-collar,married,primary,no,soso,yes,no,no
preold,admin.,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,yes,no
middle,blue-collar,married,primary,no,bad,yes,no,no
middle,services,married,primary,no,soso,yes,no,no
middle,services,married,secondary,no,ok,yes,no,no
middle,admin.,divorced,secondary,no,soso,yes,no,no
middle,management,married,secondary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,yes,no,no
young,services,single,secondary,no,soso,yes,yes,no
preold,blue-collar,married,primary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,bad,yes,no,no
preold,admin.,divorced,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,yes,no,no
middle,admin.,single,tertiary,no,soso,yes,no,no
preold,technician,single,primary,no,soso,yes,no,no
young,technician,single,secondary,no,bad,yes,yes,no
middle,technician,single,secondary,no,soso,yes,no,no
preold,self-employed,single,tertiary,no,soso,yes,yes,no
middle,technician,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,management,divorced,secondary,no,soso,yes,no,no
preold,blue-collar,single,primary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,bad,yes,no,no
middle,services,married,secondary,no,soso,yes,no,no
preold,admin.,married,secondary,no,soso,yes,no,no
middle,technician,divorced,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
preold,entrepreneur,married,secondary,no,bad,yes,no,no
middle,technician,single,secondary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,soso,yes,no,no
preold,services,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
preold,admin.,single,secondary,no,bad,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,yes,no
middle,blue-collar,divorced,primary,no,soso,yes,no,no
young,admin.,single,unknown,no,soso,yes,no,no
young,admin.,married,secondary,no,soso,yes,no,no
young,admin.,single,tertiary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
young,blue-collar,married,secondary,no,soso,no,no,no
middle,blue-collar,divorced,primary,no,soso,no,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,blue-collar,single,secondary,no,soso,yes,no,yes
middle,technician,single,tertiary,no,soso,yes,no,yes
middle,technician,single,secondary,no,bad,yes,yes,no
middle,technician,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,yes,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,technician,single,tertiary,yes,soso,yes,yes,no
middle,technician,single,secondary,no,bad,yes,no,no
middle,blue-collar,divorced,primary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
young,blue-collar,single,secondary,no,soso,yes,no,no
middle,housemaid,married,primary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,bad,yes,no,no
middle,blue-collar,single,secondary,no,soso,yes,no,no
preold,unemployed,divorced,secondary,no,soso,no,no,no
preold,services,divorced,secondary,no,soso,yes,no,no
middle,housemaid,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,admin.,single,unknown,yes,soso,no,no,no
middle,technician,married,secondary,no,soso,no,no,no
middle,unemployed,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,yes,yes,no
preold,technician,married,secondary,no,soso,yes,no,yes
middle,management,single,tertiary,no,bad,no,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,blue-collar,single,secondary,no,soso,yes,no,yes
young,blue-collar,married,secondary,no,soso,yes,no,no
preold,technician,divorced,tertiary,no,soso,yes,no,no
preold,services,divorced,primary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
young,technician,divorced,secondary,no,soso,yes,yes,no
middle,technician,single,tertiary,no,soso,yes,yes,no
middle,blue-collar,single,secondary,no,soso,yes,no,no
young,management,married,tertiary,no,soso,yes,no,no
middle,housemaid,divorced,secondary,no,soso,no,no,no
preold,technician,married,primary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
young,admin.,single,secondary,no,soso,yes,yes,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,yes
middle,blue-collar,married,secondary,yes,bad,yes,no,no
middle,blue-collar,divorced,secondary,no,soso,yes,no,no
young,blue-collar,single,secondary,no,soso,yes,no,yes
young,services,single,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,blue-collar,single,primary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,bad,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
middle,management,divorced,tertiary,no,soso,yes,no,no
middle,technician,married,secondary,no,soso,yes,no,no
young,services,married,secondary,no,soso,yes,yes,no
preold,management,single,tertiary,no,soso,yes,no,no
young,blue-collar,single,secondary,no,soso,yes,no,no
middle,retired,married,tertiary,no,soso,no,no,no
young,services,single,secondary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,yes,no,no
young,blue-collar,single,secondary,no,bad,yes,yes,no
preold,self-employed,married,tertiary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
preold,management,single,secondary,no,soso,yes,no,no
middle,entrepreneur,married,secondary,no,soso,yes,no,no
middle,services,single,secondary,no,soso,yes,yes,no
middle,unemployed,single,tertiary,no,soso,yes,no,no
preold,retired,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,bad,yes,yes,no
middle,management,married,tertiary,no,soso,yes,no,no
young,admin.,single,secondary,no,soso,yes,no,no
young,student,single,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,yes,no,no
middle,admin.,divorced,secondary,no,soso,yes,no,no
preold,admin.,married,secondary,no,soso,yes,no,no
young,management,single,tertiary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,bad,yes,no,no
middle,technician,single,tertiary,no,soso,yes,no,no
young,admin.,married,secondary,no,soso,yes,no,no
preold,blue-collar,single,primary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,bad,yes,no,no
middle,self-employed,single,secondary,no,soso,yes,no,no
middle,management,divorced,tertiary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,no,no,no
young,services,single,secondary,no,soso,yes,no,no
young,blue-collar,married,primary,yes,bad,yes,no,no
middle,services,married,secondary,no,bad,no,no,no
middle,blue-collar,divorced,secondary,no,bad,yes,no,no
middle,technician,married,secondary,no,soso,yes,no,no
middle,technician,single,tertiary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,bad,yes,no,no
young,blue-collar,single,primary,no,bad,yes,no,no
young,admin.,divorced,secondary,no,soso,no,no,no
middle,blue-collar,single,secondary,no,soso,yes,no,no
middle,blue-collar,single,secondary,no,soso,yes,no,no
young,management,single,tertiary,no,soso,yes,no,no
young,admin.,single,secondary,no,bad,yes,no,no
middle,management,single,secondary,no,soso,yes,no,no
middle,blue-collar,single,secondary,no,soso,yes,no,no
young,admin.,single,secondary,no,soso,yes,no,no
young,self-employed,single,secondary,no,soso,yes,no,no
young,technician,single,tertiary,no,soso,yes,no,no
middle,unemployed,married,primary,no,soso,yes,no,no
preold,technician,divorced,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,no,no,no
young,services,single,secondary,no,soso,yes,yes,no
middle,unemployed,divorced,secondary,no,soso,yes,no,no
middle,technician,single,secondary,no,soso,yes,no,no
young,student,single,secondary,no,soso,yes,no,no
middle,technician,divorced,secondary,yes,bad,no,yes,no
middle,admin.,married,secondary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,soso,yes,no,no
middle,technician,married,secondary,no,soso,yes,no,no
middle,blue-collar,single,secondary,no,bad,no,no,no
middle,admin.,single,secondary,no,bad,yes,yes,no
middle,technician,divorced,secondary,no,soso,yes,no,no
old,management,divorced,unknown,no,soso,yes,no,no
preold,blue-collar,divorced,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,yes,bad,yes,no,yes
middle,services,married,secondary,no,bad,yes,no,no
middle,blue-collar,divorced,unknown,no,soso,yes,no,no
young,services,single,secondary,no,soso,yes,no,no
middle,services,divorced,secondary,no,soso,yes,no,no
middle,housemaid,married,primary,no,soso,yes,yes,no
middle,unemployed,single,secondary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,yes,yes,no
preold,admin.,married,primary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,yes,no,no
preold,technician,single,secondary,yes,bad,yes,yes,no
young,admin.,single,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,yes,no
middle,blue-collar,married,primary,no,soso,yes,no,no
young,management,single,tertiary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,bad,yes,no,no
middle,blue-collar,married,secondary,no,bad,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,no,no,no
middle,entrepreneur,single,tertiary,no,ok,yes,no,no
middle,admin.,married,secondary,no,soso,no,yes,no
middle,blue-collar,single,primary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,yes,yes,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
old,technician,married,primary,no,soso,yes,no,yes
young,services,single,secondary,no,soso,no,no,no
young,admin.,single,secondary,no,bad,yes,no,no
middle,unemployed,married,secondary,no,bad,yes,yes,no
young,services,single,secondary,no,bad,yes,yes,no
middle,blue-collar,married,primary,no,soso,yes,no,no
young,services,single,secondary,no,soso,yes,no,no
middle,blue-collar,single,secondary,no,soso,yes,no,no
preold,services,married,secondary,no,soso,yes,yes,no
middle,retired,single,primary,no,bad,no,no,no
middle,admin.,single,secondary,no,soso,yes,no,no
young,blue-collar,single,secondary,no,soso,yes,no,yes
middle,management,divorced,tertiary,no,soso,yes,no,no
